,Causality,ANOVA-F,Mutual_info,Kendall,Outlier,Bias,Variance,Distribution
F_PU5,-1.4423948146990995e-12,,0.0,,0.0,0.05611000221778665,0.0,
S_PU5,3.403492765396976e-12,,0.0,,0.0,0.06254158349966733,0.0,
F_PU6,0.10248391134401658,1147.3591932908198,0.015275768641788368,0.251682120540777,0.0069874226392493514,0.05899312486138834,8.871146595697495e-05,0.52616402908121
S_PU6,-3.883381524328655,1016.1989245377182,0.012153279937274775,0.2516928933479704,0.0069874226392493514,0.05633178088267909,0.0,0.52643840050616
F_PU7,-0.02545257906235321,45.80690816993569,0.02326615850753133,-0.023279350037309965,0.0,0.0552228875582169,0.010312707917498337,0.44071126713892905
S_PU7,1.5592767069156181,22.181087012615624,0.005165705625018724,-0.03839404229397207,0.0,0.06054557551563539,0.0,0.509539519216143
F_PU8,0.019713651592273007,0.21411689631309436,0.005383423527150599,0.00836729160985279,0.0,0.06387225548902195,0.011310711909514305,0.3555220533168389
S_PU8,-0.34277437015198237,0.07833816806855189,0.002669380074748373,0.0022833807382916346,0.0,0.06254158349966733,0.0,0.389806933033166
F_PU9,1.0871373246068572e-12,,0.0,,0.0,0.062098026169882456,0.0,
S_PU9,3.403492765396976e-12,,0.0016970067210755335,,0.0,0.05810601020181858,0.0,
F_PU10,0.007394083083948302,3.1282248614380297,0.012800122754301535,-0.00936145528869605,0.0,0.05588822355289421,0.011732091372809936,0.41731413670947004
S_PU10,-0.2203773232687283,2.077475659068498,0.0034651593877477183,-0.011757925639416493,0.0,0.05810601020181858,0.0,0.4965123226422559
F_PU11,0.11679526616387989,433.7756882628375,0.006320419186112591,0.1655156916767467,0.002395687762028349,0.06121091151031271,2.2177866489243737e-05,0.5171083972751223
S_PU11,-1.9468885987907572,423.4834795973732,0.0037212347764135068,0.16556758344015762,0.002395687762028349,0.06143269017520515,0.0,0.5171464567204284
F_V2,0.00013784330198517852,5.393173899265722,0.019738561920467745,0.014848055851405197,0.0,0.08294522066977157,0.02796628964293635,0.22188620041797008
S_V2,0.16065527276594693,6.158201877297623,0.0005942130356102471,0.020240942820439714,0.0,0.06187624750499002,0.0,0.45885987402493134
P_J280,9.039899227439708,16.654389423021414,0.0562788264251759,0.06385153341021074,6.654688227856525e-05,0.05943668219117321,0.0,0.2456384563911313
P_J269,0.04714526597602742,4.450102917352736,0.0004027839573572667,0.01948542355991578,0.0001330937645571305,0.06387225548902195,0.029230428032823243,0.30076175891856655
P_J300,-2.4354422264900677,21.22348608717251,0.0,0.02554778519837507,0.000798562587342783,0.06875138611665557,0.02949656243069417,0.09456235401347421
P_J256,-0.009668712489240505,0.05116183409099176,0.0,-0.00599149103693338,6.654688227856525e-05,0.09004213794632956,0.04074074074074074,0.19252340375894944
P_J289,2.4930103898632723,21.604246301241382,0.0,0.025838484835462937,0.000798562587342783,0.06897316478154801,0.02741184298070526,0.09621183631371896
P_J415,-0.0013852209535017146,0.7875662392349595,0.002224724875710793,-0.004201215143207061,0.0008651094696213483,0.06852960745176315,0.02326458194721668,0.3462119150683389
P_J302,-0.00818603482844088,12.033422269857434,0.0007430014697893395,0.013521413679111367,0.0007320157050642178,0.07229984475493458,0.03422044799290309,0.1371867341896122
P_J306,-0.014066908995264304,0.22855131697571027,0.0,0.0025995073929785703,0.0,0.07429585273896651,0.03127079174983367,0.2916946278657422
P_J307,0.011162354659688845,12.947987276974715,0.0,0.013758790993399342,0.0007320157050642178,0.0665335994677312,0.03493013972055888,0.1388436832365375
P_J317,0.0014213931754870276,4.346891673327684,0.0,0.006804893960973006,0.0014640314101284355,0.07762253271235307,0.034153914393435354,0.1673876890600923
P_J14,0.027052894325535815,6.497942467087996,0.010628941506825695,0.003778578777074808,0.0011312969987356091,0.07207806609004214,0.03271235307163451,0.19121159462999543
P_J422,-0.0003547470148213272,17.330797589147572,0.0070424073764050465,0.02525913506596991,0.0003992812936713915,0.06963850077622533,0.031049013084941228,0.10456579463580362
